Name,released,ratings,metacritic,esrb
Door Kickers,2014-10-19,3.76,83.0,Teen
Tower of Guns,2014-03-03,2.32,76.0,Everyone 10+
Starpoint Gemini 2,2014-09-19,2.23,70.0,None
King's Quest,2015-07-28,3.4,,Everyone 10+
Braveland,2014-03-16,2.76,,None
The Final Station,2016-08-29,3.85,76.0,None
Survarium,2015-04-02,2.45,,Mature
Magic Duels,2015-07-08,2.88,,None
Nidhogg,2014-01-13,4.04,81.0,Teen
Titanfall,2014-03-11,4.03,,Mature
RESOGUN,2013-11-15,3.74,,Everyone 10+
Zombie Driver HD,2012-10-17,3.25,,Mature
Cities in Motion 2,2013-04-02,2.95,72.0,None
Total War: WARHAMMER,2016-05-24,4.05,86.0,None
Pony Island,2016-01-04,4.0,86.0,None
RimWorld,2016-07-15,4.41,87.0,None
Overwatch,2016-05-24,4.25,91.0,Teen
Botanicula,2012-04-18,3.87,82.0,Everyone 10+
Nosferatu: The Wrath of Malachi,2014-03-06,3.12,70.0,None
Lost Planet 3,2013-08-26,3.15,60.0,Teen
Salt and Sanctuary,2016-03-15,3.91,84.0,None
Tearaway Unfolded,2015-09-08,3.7,81.0,Everyone 10+
The Whispered World Special Edition,2014-05-06,3.42,,None
Zombie Army Trilogy,2015-03-03,3.34,72.0,Mature
Dustforce DX,2012-01-16,3.26,79.0,Everyone 10+
Sherlock Holmes: Crimes and Punishments,2014-09-30,3.87,77.0,None
Not A Hero,2015-05-13,3.27,75.0,None
Memoria,2013-08-30,3.24,79.0,Teen
Sacred Citadel,2013-03-19,2.8,61.0,Teen
American Truck Simulator,2016-02-02,3.87,76.0,None
Armello,2015-09-01,3.53,75.0,Teen
Relic Hunters Zero,2015-08-18,2.97,,None
Deadlight: Director's Cut,2016-06-20,3.46,,None
Dreamfall Chapters,2014-10-20,3.79,71.0,None
The Unfinished Swan,2012-10-16,3.55,81.0,None
VA-11 Hall-A: Cyberpunk Bartender Action,2016-06-21,4.35,81.0,Mature
Fortified,2016-02-03,2.07,66.0,Teen
The Crew,2014-12-01,3.3,71.0,Teen
One Finger Death Punch,2013-09-18,3.87,,Teen
LUFTRAUSERS,2014-03-17,3.57,80.0,Everyone 10+
State of Decay: YOSE,2015-04-27,3.52,78.0,Mature
God of War: Ascension,2013-03-12,3.8,80.0,Mature
"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",2015-12-04,3.81,,None
Gods Will Be Watching,2014-07-23,3.45,64.0,None
Warface,2013-10-21,2.59,,Teen
Just Cause 2: Multiplayer Mod,2013-12-16,3.32,,None
Retro City Rampage DX,2012-10-08,3.38,,Teen
App Game Kit: Easy Game Development,2014-11-21,1.75,,None
Yet Another Zombie Defense,2014-03-28,2.11,,None
Killer Instinct,2013-11-22,3.62,,Teen
Firefall,2014-07-29,2.7,60.0,None
Woodle Tree Adventures,2016-03-02,1.97,,None
A New Beginning - Final Cut,2012-12-11,3.15,72.0,None
The Walking Dead: A New Frontier,2016-12-19,3.58,71.0,None
Risen 3 - Titan Lords,2014-08-12,3.39,65.0,None
Party Hard,2015-08-24,3.55,64.0,None
The Walking Dead: Michonne,2016-02-22,3.34,66.0,Mature
Call of Duty: Infinite Warfare,2016-11-04,3.54,73.0,Mature
Eets Munchies,2014-03-06,2.34,,Everyone 10+
Table Top Racing: World Tour,2016-05-03,2.51,,None
Hitman: Sniper Challenge,2012-05-15,3.1,80.0,Adults Only
Hearts of Iron IV,2016-06-06,4.12,83.0,None
Gravity Rush,2012-02-09,3.93,83.0,Teen
McPixel,2012-08-27,3.02,76.0,Teen
Shovel Knight,2014-06-26,4.3,85.0,Everyone
Dead Island Definitive Edition,2016-05-31,3.41,,Adults Only
Halo: Spartan Assault,2013-07-18,3.11,70.0,None
Guardians of Middle-earth,2012-12-05,2.13,56.0,Teen
Lone Survivor: The Director's Cut,2012-04-23,3.15,81.0,Mature
I Am Alive,2012-03-07,3.36,66.0,Adults Only
Orcs Must Die! Unchained,2016-03-29,2.99,87.0,Teen
Endless Space 2,2016-10-06,4.0,82.0,None
Sven Co-op,2016-01-22,3.29,,Mature
Worms W.M.D,2016-08-22,3.77,79.0,None
Baldur's Gate II: Enhanced Edition,2013-11-15,4.24,78.0,Teen
World of Guns: Gun Disassembly,2014-05-21,2.84,,None
Painkiller Hell & Damnation,2012-10-31,3.57,64.0,None
Dishonored Definitive Edition,2015-08-25,4.37,78.0,Mature
Castlevania: Lords of Shadow – Ultimate Edition,2013-08-27,3.92,,Mature
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,2016-02-04,4.08,80.0,Teen
A Virus Named TOM,2012-08-01,2.37,65.0,Everyone 10+
Happy Wars,2012-10-12,2.61,,Teen
Blackguards,2014-01-24,2.78,68.0,None
The Night of the Rabbit,2013-05-28,3.47,75.0,None
Velocity 2X,2014-09-02,3.12,,Everyone 10+
Poly Bridge,2016-07-12,3.46,73.0,Everyone
Xenonauts,2014-06-15,3.09,77.0,None
Quantum Conundrum,2012-06-21,3.27,77.0,Everyone 10+
The Lord of the Rings Online,2012-06-06,3.17,86.0,Teen
LEGO Batman 3: Beyond Gotham,2014-11-10,3.66,74.0,None
Mega Man Legacy Collection / ロックマン クラシックス コレクション,2015-08-24,3.68,85.0,None
A Bird Story,2014-11-05,3.71,66.0,None
Closure,2012-03-27,3.0,78.0,Everyone 10+
Streamline,2015-08-21,1.85,,None
Dead Rising 4,2016-12-06,3.22,74.0,None
Serena,2014-01-30,2.38,,None
Sid Meier's Civilization: Beyond Earth,2014-10-23,3.53,81.0,None
Skulls of the Shogun,2013-01-30,2.83,72.0,Teen
UNO,2016-12-08,3.73,66.0,Everyone
Star Conflict,2013-02-27,2.86,75.0,None
Polarity,2014-01-17,2.15,,None
Homefront: The Revolution,2016-05-17,3.0,54.0,None
Homeworld Remastered Collection,2015-02-24,4.04,86.0,Teen
Overcast - Walden and the Werewolf,2014-04-18,1.71,,None
Papo & Yo,2012-08-14,3.49,70.0,Everyone 10+
Darkwood,2014-07-24,3.86,78.0,Mature
Vessel,2012-03-01,2.88,81.0,Everyone 10+
Skyborn,2014-02-21,2.31,,None
Sunrider: Mask of Arcadius,2014-07-01,2.27,,None
Batman: The Telltale Series,2016-08-02,3.7,79.0,Mature
Joe Danger 2: The Movie,2012-09-14,2.72,82.0,Everyone 10+
The Silent Age,2012-12-06,3.49,84.0,Teen
Anomaly 2,2013-05-14,3.02,77.0,None
Tesla Effect: A Tex Murphy Adventure,2014-04-22,2.6,68.0,None
Gears of War: Ultimate Edition,2015-08-25,4.11,78.0,Mature
FINAL FANTASY XIV: A Realm Reborn,2013-08-27,4.18,83.0,Mature
The Culling Of The Cows,2014-05-09,1.93,,None
PlayStation All-Stars Battle Royale,2012-11-20,2.99,,Teen
GRID Autosport,2014-06-24,3.64,78.0,None
CounterSpy,2014-07-22,3.27,,Teen
Legend of Grimrock 2,2014-10-14,3.88,,Teen
Fearless Fantasy,2014-05-15,2.0,,Everyone 10+
The Showdown Effect,2013-03-05,2.66,67.0,Adults Only
Particula,2015-02-02,1.68,,None
FINAL FANTASY X/X-2 HD Remaster,2013-12-26,4.36,85.0,None
Duck Game,2015-06-04,4.21,82.0,None
Hue,2016-08-30,3.37,79.0,Everyone
Sine Mora,2012-03-21,3.21,77.0,None
The Deed,2015-11-23,2.55,,None
Polyball,2015-06-04,2.14,,None
Project Zomboid,2013-11-08,3.79,,None
Castlevania: Lords of Shadow 2,2014-02-21,3.8,58.0,Adults Only
Deponia Doomsday,2016-03-01,4.2,76.0,Teen
Pressure,2013-03-26,2.49,64.0,None
"Sir, You Are Being Hunted",2013-08-19,2.88,63.0,None
The Incredible Adventures of Van Helsing II,2014-05-22,3.51,77.0,Teen
Momodora: Reverie Under the Moonlight,2016-03-03,3.97,82.0,None
The Basement Collection,2012-08-31,3.36,,None
Tales of Zestiria,2015-01-22,3.57,77.0,None
The Incredible Adventures of Van Helsing: Final Cut,2015-11-05,3.55,79.0,Teen
Hard Reset Redux,2016-06-02,3.32,73.0,None
Waveform,2012-03-20,1.97,81.0,None
Alienation,2016-04-26,3.46,,Mature
FORCED,2013-10-24,2.9,62.0,None
"Cook, Serve, Delicious!",2012-10-05,3.38,,Teen
Magicka: Wizard Wars,2015-04-28,3.07,,None
GOD EATER RESURRECTION,2016-06-28,3.1,,Everyone
Beatbuddy: Tale of the Guardians,2013-08-05,2.67,75.0,Everyone
CONSORTIUM,2014-01-08,2.81,,None
TIS-100,2015-07-19,3.61,,Everyone
The Deadly Tower of Monsters,2016-01-19,3.18,73.0,Teen
Moon Hunters,2016-03-09,3.39,62.0,Everyone 10+
Obduction,2016-08-23,3.22,76.0,None
Space Rangers HD: A War Apart,2013-03-15,4.38,68.0,None
Gang Beasts,2014-08-29,3.97,,None
"Gremlins, Inc.",2016-03-10,3.62,75.0,None
2064: Read Only Memories,2015-10-05,3.15,,Mature
Forza Horizon 2,2014-09-30,4.23,86.0,Everyone 10+
MASSIVE CHALICE,2015-05-31,3.17,73.0,Teen
The LEGO Movie - Videogame,2014-02-06,3.59,72.0,None
The Dark Eye: Chains of Satinav,2012-06-22,3.7,75.0,None
Reigns,2016-08-10,3.76,77.0,None
Offworld Trading Company,2016-04-27,3.48,78.0,None
Type: Rider,2013-10-10,3.02,,None
Bionic Dues,2013-10-07,1.96,71.0,None
Contagion,2013-10-25,2.92,62.0,None
Knights of Pen and Paper +1 Edition,2013-06-18,3.32,,None
Gravity Rush Remastered,2016-02-02,4.01,80.0,Teen
Evoland 2,2015-08-24,3.65,74.0,Everyone 10+
World of Tanks Blitz,2014-06-28,2.78,76.0,Teen
Galactic Civilizations I: Ultimate Edition,2012-08-14,2.98,83.0,None
ClusterTruck,2016-09-26,3.82,76.0,None
GALAK-Z,2015-08-04,2.83,78.0,Everyone 10+
12 is Better Than 6,2015-11-20,3.45,66.0,Mature
Evoland,2013-04-04,3.74,61.0,None
Pixel Piracy,2013-12-12,2.91,,Teen
This War of Mine: The Little Ones,2016-01-29,3.57,,None
Pinball Arcade,2012-02-09,2.53,,None
SingStar,2014-10-28,2.45,,Everyone 10+
Mother Russia Bleeds,2016-09-04,3.56,70.0,None
Half-Life 2: Update,2015-03-27,4.15,96.0,Mature
Zeno Clash 2,2013-04-30,3.17,63.0,Teen
Neon Chrome,2016-04-25,2.94,74.0,None
Dungeonland,2013-01-29,2.0,67.0,None
Chroma Squad,2015-04-29,3.53,75.0,Teen
Planetary Annihilation: TITANS,2015-08-18,3.25,,None
Uncanny Valley,2015-04-23,2.95,67.0,None
Home,2012-08-31,2.96,69.0,None
Morphopolis,2013-11-07,2.73,74.0,Everyone 10+
SNOW,2013-10-10,2.62,,None
Creativerse,2014-08-12,2.62,,None
I am Bread,2015-04-09,3.18,60.0,Everyone 10+
Road Redemption,2014-07-01,3.51,,None
Gotham City Impostors,2012-02-07,2.88,,Teen
KILLER IS DEAD,2013-08-01,3.51,,Mature
PAC-MAN Championship Edition DX+,2013-09-24,3.84,,Everyone
Stealth Bastard Deluxe,2012-11-28,3.38,80.0,None
Intrusion 2,2012-06-18,3.15,80.0,None
Star Trek Online,2012-01-31,2.79,76.0,Teen
Titan Attacks!,2012-02-03,2.74,,Everyone 10+
Ultra Street Fighter IV,2014-06-03,3.88,80.0,Teen
Guacamelee!,2013-04-09,3.86,,Everyone 10+
200% Mixed Juice!,2015-10-23,2.0,,None
Tribes: Ascend,2012-04-12,3.08,86.0,None
Virginia,2016-09-21,3.26,74.0,None
Assassin’s Creed Chronicles: China,2015-04-21,3.21,68.0,Teen
LISA,2014-12-14,4.25,78.0,None
Source Filmmaker,2012-07-10,3.02,,None
Vertiginous Golf,2015-05-06,2.7,63.0,None
Hitman GO: Definitive Edition,2016-02-23,3.59,72.0,Everyone 10+
theHunter,2014-06-03,2.51,,None
DLC Quest,2013-03-18,3.38,,None
Viscera Cleanup Detail: Santa's Rampage,2013-12-13,3.31,,None
Axiom Verge,2015-03-31,4.04,80.0,Teen
Go! Go! Nippon! ~My First Trip to Japan~,2014-02-21,2.7,,Teen
Assetto Corsa,2014-12-19,3.92,85.0,None
Epistory - Typing Chronicles,2016-03-29,3.76,74.0,None
The Jackbox Party Pack 2,2015-10-13,4.11,76.0,Teen
Total War: ROME II - Emperor Edition,2013-09-02,3.98,76.0,None
Forza Horizon,2012-10-23,4.35,85.0,Teen
The Room,2012-09-19,4.24,73.0,None
Thumper,2016-10-10,4.22,85.0,Everyone 10+
Gears of War: Judgment,2013-03-19,3.51,79.0,Mature
Tree of Savior (English Ver.),2016-03-28,2.94,,None
Double Dragon: Neon,2012-09-11,3.45,71.0,None
GOD EATER 2 Rage Burst,2016-08-29,2.9,,None
Double Action: Boogaloo,2014-10-23,2.94,,None
OlliOlli,2014-01-21,3.68,78.0,None
Dragon's Crown,2013-07-25,3.85,,Teen
Ether One,2014-03-25,2.53,82.0,Everyone 10+
Mighty No. 9,2016-06-21,2.29,52.0,None
Waking Mars,2012-02-29,3.34,79.0,Everyone 10+
Hard West,2015-11-17,3.39,73.0,Teen
Toki Tori 2+,2013-04-04,2.87,,Everyone 10+
Absolute Drift,2015-07-24,3.37,66.0,Everyone
Forza Motorsport 5,2013-11-22,3.56,79.0,Everyone
Draw Slasher,2013-04-23,1.75,,Teen
Revolution Ace,2014-03-19,1.92,,None
Hatoful Boyfriend,2014-09-03,3.24,68.0,Teen
The Howler,2013-04-22,2.49,,None
Among the Sleep,2014-05-28,3.46,66.0,Teen
Jazzpunk,2014-02-06,3.94,75.0,None
Shovel Knight: Treasure Trove,2014-06-25,4.3,91.0,Everyone 10+
The Fall,2014-05-29,3.44,76.0,None
Always Sometimes Monsters,2014-05-20,2.67,73.0,None
Batman: Arkham Origins Blackgate - Deluxe Edition,2014-04-01,3.22,,None
Transmissions: Element 120,2016-06-16,3.22,,None
SPINTIRES,2014-06-12,3.81,67.0,None
Human Resource Machine,2015-10-14,3.96,78.0,Everyone 10+
Cities XL Platinum,2013-02-06,3.31,,None
Sacred 3,2014-07-31,2.68,57.0,None
Sky Force Anniversary,2015-04-29,3.46,,Everyone 10+
Devil Daggers,2016-02-17,3.93,83.0,None
Stronghold Crusader 2,2014-09-21,3.53,65.0,Teen
Else Heart.Break(),2015-09-23,2.37,79.0,None
Super MNC,2012-04-18,2.46,76.0,None
Anomaly Korea,2012-12-20,2.67,,Teen
Lost Castle,2016-08-31,3.13,,Teen
Sid Meier’s Ace Patrol,2013-08-27,2.39,,None
Minecraft: Story Mode,2015-10-13,3.3,,Everyone 10+
Memories of a Vagabond,2014-07-07,1.71,,None
Crawl,2014-08-06,3.81,,None
The Playroom VR,2016-10-10,3.21,,Teen
LEGO Star Wars: The Force Awakens,2016-06-27,3.68,75.0,Everyone 10+
Heroes of Might & Magic III - HD Edition,2015-01-28,4.23,65.0,None
Grey Goo,2015-01-23,3.43,77.0,None
Oil Rush,2012-01-25,2.38,67.0,None
ReCore,2016-09-13,3.36,60.0,Teen
Shantae and the Pirate's Curse,2014-02-05,3.9,,Everyone 10+
Sid Meier’s Ace Patrol: Pacific Skies,2013-11-05,1.98,,None
Lovely Planet,2014-07-30,3.26,61.0,Everyone 10+
Sound Shapes,2012-08-07,3.27,,Everyone 10+
Danganronpa 2: Goodbye Despair,2012-07-26,4.36,84.0,Mature
TRANSFORMERS: Devastation,2015-10-06,3.22,75.0,Teen
Battleborn,2016-05-02,2.79,69.0,Teen
Camera Obscura,2015-02-19,2.12,,None
Card Hunter,2015-07-13,3.17,80.0,None
Blockstorm,2015-05-21,1.81,,None
Endorlight,2016-04-26,1.77,,None
WAKFU,2014-09-18,3.0,76.0,None
Weird Worlds: Return to Infinite Space,2013-03-19,1.83,79.0,None
Mountain,2014-07-03,3.18,,Everyone 10+
Shelter,2013-08-27,3.56,69.0,None
NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst,2013-10-22,3.97,80.0,None
Canyon Capers,2014-04-25,1.82,,None
The Jackbox Party Pack 3,2016-10-17,4.21,81.0,Teen
FINAL FANTASY TYPE-0 HD,2015-03-17,3.22,69.0,Mature
"Warhammer 40,000: Eternal Crusade",2016-09-23,2.66,52.0,None
Betrayer,2014-03-24,3.29,,None
D4: Dark Dreams Don't Die,2014-09-19,3.61,,None
Hyperdrive Massacre,2015-10-12,1.81,,None
GoNNER,2016-10-12,2.93,81.0,Everyone 10+
Only If,2014-07-25,1.83,39.0,Adults Only
Lichdom: Battlemage,2014-08-25,2.83,69.0,None
Sly Cooper: Thieves in Time,2013-02-05,3.71,,Everyone 10+
Heroine's Quest: The Herald of Ragnarok,2014-03-20,2.29,,None
You Have to Win the Game,2014-05-06,3.01,,None
Gems of War,2014-11-20,2.96,,None
Volume,2015-08-18,2.99,80.0,Teen
World of Warships,2015-09-17,3.4,81.0,Teen
English Country Tune,2012-08-09,2.38,,None
Organ Trail: Director's Cut,2012-08-09,3.36,,None
Forager,2016-12-14,4.01,78.0,None
The Testament of Sherlock Holmes,2012-09-20,3.45,73.0,Mature
Portal 2 Sixense Perceptual Pack,2013-09-20,3.33,,None
Black The Fall,2014-07-04,3.17,73.0,None
Bridge Constructor,2012-05-23,3.12,,None
Tumblestone,2016-07-12,2.63,91.0,Everyone
The Journey Down: Chapter One,2012-05-18,3.22,72.0,Everyone 10+
Talisman: Digital Edition,2014-02-25,2.98,51.0,None
Half Minute Hero: Super Mega Neo Climax Ultimate Boy,2012-09-27,3.19,75.0,None
SHENZHEN I/O,2016-11-16,3.97,,None
Volgarr the Viking,2013-09-12,3.37,76.0,None
HuniePop,2015-01-18,3.9,,Adults Only
Scrap Garden,2016-05-06,2.08,58.0,None
TOXIKK,2016-09-10,2.84,,None
Chaos Domain,2014-05-01,1.88,,None
Broken Sword 5 - the Serpent's Curse,2013-12-03,3.49,,Teen
Block N Load,2015-04-30,2.28,72.0,None
Turbo Pug DX,2016-09-26,2.24,,None
The Plan,2014-02-14,3.27,50.0,None
The 39 Steps,2013-04-25,2.27,,None
Screencheat,2014-10-21,3.56,71.0,Everyone 10+
Verdun,2015-04-28,3.44,70.0,None
Move or Die,2016-01-21,3.69,80.0,Everyone 10+
LIGHTNING RETURNS: FINAL FANTASY XIII,2015-12-10,3.52,,Mature
Ace Combat Assault Horizon - Enhanced Edition,2013-01-24,3.49,77.0,None
Timberman,2014-05-08,2.79,,Everyone 10+
Sakura Clicker,2015-07-29,2.53,,None
Wargame: Red Dragon,2014-04-17,3.48,78.0,None
Offspring Fling!,2012-03-30,2.5,79.0,None
BUTCHER,2016-10-04,3.07,70.0,None
Strike Suit Zero,2013-01-23,2.98,66.0,None
Geometry Dash,2013-08-13,3.77,,Everyone
Dragon Ball Xenoverse,2015-02-05,3.47,,None
Hotline Miami 2: Wrong Number Digital Comic,2015-02-17,3.52,,None
Gauntlet Slayer Edition,2014-09-23,3.47,,None
The Descendant,2016-03-24,2.17,59.0,None
PixelJunk Shooter Ultimate,2014-06-03,3.07,,Everyone 10+
Squishy the Suicidal Pig,2014-10-23,2.0,,None
Portal Stories: Mel,2015-06-25,4.01,,None
Rise of Nations: Extended Edition,2014-06-12,4.24,89.0,None
Snapshot,2012-08-29,2.46,74.0,None
Five Nights at Freddy's,2014-07-24,3.18,78.0,None
DEAD OR ALIVE 5 Last Round: Core Fighters,2013-09-03,3.14,,Mature
Gear Up,2015-01-28,2.37,,None
Aragami,2016-10-03,3.59,71.0,Mature
EA SPORTS UFC 2,2016-03-15,3.51,,None
Galactic Civilizations III,2015-05-13,3.59,81.0,None
Age of Mythology: Extended Edition,2014-05-08,4.16,66.0,None
Jalopy,2016-04-21,2.88,,None
Crazy Machines 3,2016-10-18,3.06,71.0,None
DCS World,2013-08-02,2.81,,Teen
8BitBoy,2014-05-05,1.75,,None
Ionball 2: Ionstorm,2014-06-06,1.83,70.0,None
140,2013-10-15,3.64,80.0,None
Star Saviors,2016-05-06,1.64,,None
LEGO Jurassic World,2015-06-11,3.73,72.0,Everyone 10+
LEGO Marvel's Avengers,2016-01-26,3.69,67.0,Everyone 10+
Tales From Space: Mutant Blobs Attack,2012-02-21,3.23,83.0,None
Terra Incognita ~ Chapter One: The Descendant,2015-02-03,2.0,,None
Bad North,2016-11-16,3.58,70.0,Teen
Rare Replay,2015-08-04,3.77,,None
LYNE,2014-01-02,3.18,,Everyone
R.A.W. Realms of Ancient War,2012-10-10,2.15,46.0,None
Saints Row IV: Re-Elected,2015-01-20,3.68,,Mature
Wuppo,2016-09-28,3.16,80.0,None
Silence,2016-11-15,3.4,75.0,None
Seasons After Fall,2016-09-01,3.27,75.0,None
Pixel Puzzles: Japan,2014-04-17,2.49,,None
Hack 'n' Slash,2014-09-09,2.88,73.0,None
Stick it to The Man!,2013-11-19,3.39,83.0,Teen
Wargame: European Escalation,2012-02-22,3.29,81.0,Teen
Super Crate Box,2012-01-05,3.25,,Everyone
URBAN TRIAL FREESTYLE,2013-02-12,2.63,58.0,None
Ace of Spades: Battle Builder,2012-12-12,2.71,,None
The Deer,2016-03-28,1.71,,None
Business Tour,2016-10-06,2.69,,Everyone 10+
RADical ROACH Deluxe Edition,2014-05-16,1.57,,None
Dead Rising 3 Apocalypse Edition,2014-09-05,3.43,,Adults Only
Slender: The Arrival,2013-03-26,3.03,65.0,None
NEOTOKYO,2014-05-01,2.82,,None
LittleBigPlanet Karting,2012-11-06,3.09,,Everyone 10+
Burly Men at Sea,2016-09-29,2.79,82.0,Everyone 10+
Nihilumbra,2012-06-27,3.41,75.0,None
King Arthur's Gold,2013-11-04,2.81,81.0,Teen
Blades of Time,2012-03-06,3.24,63.0,Mature
Murder Miners,2014-07-25,2.27,,None
Samorost 3,2016-03-14,4.16,80.0,Everyone 10+
"Penny Arcade Adventures: On the Rain-Slick Precipice of Darkness, Episode Three",2012-06-25,2.76,,None
Savage Lands,2015-03-05,2.15,,None
Warsow,2012-10-07,2.12,,None
Duke Nukem 3D: Megaton Edition,2013-03-20,4.0,,None
Dex,2015-05-06,3.46,62.0,Mature
Ultimate Chicken Horse,2016-03-04,4.15,,None
Racer 8,2014-06-06,1.47,,None
GRAV,2015-01-08,2.48,,None
Aviary Attorney,2015-12-21,3.38,77.0,None
The Hat Man: Shadow Ward,2016-06-10,1.75,,None
Secret Ponchos,2014-12-02,2.36,,Teen
Bound,2016-08-16,3.28,71.0,Everyone 10+
RUNNING WITH RIFLES,2015-04-02,3.33,78.0,None
Autobahn Police Simulator,2015-08-26,1.77,,Teen
Floating Point,2014-06-06,2.52,,None
Legend of Mysteria RPG,2015-10-09,1.73,,None
Xeodrifter,2014-12-11,3.11,,None
La-Mulana,2012-07-12,3.43,80.0,None
Abyss Odyssey,2014-07-15,2.81,69.0,Mature
Worms Clan Wars,2013-08-15,3.05,73.0,None
Men of War: Assault Squad 2,2014-03-19,3.98,68.0,None
ArcheBlade,2014-04-25,2.22,,None
Shelter 2,2015-03-08,3.38,58.0,None
Cubetractor,2013-05-29,1.9,75.0,None
Knock-Knock,2013-10-03,3.58,57.0,Teen
Car Mechanic Simulator 2014,2014-01-24,2.91,,None
Greyfox RPG,2014-09-12,1.93,,None
Confrontation,2012-04-04,2.03,51.0,None
Lumino City,2014-12-02,3.51,70.0,Everyone
Aura Kingdom,2014-07-24,2.23,,Teen
NBA 2K14,2013-10-01,3.26,,Everyone
Quiplash,2015-06-30,3.87,,None
Duelyst,2016-08-23,3.41,82.0,None
The Jackbox Party Pack,2014-11-18,3.99,77.0,Teen
Enemy Mind,2014-06-06,2.18,,None
Sakura Spirit,2014-07-09,2.43,,None
Westerado: Double Barreled,2015-04-15,3.38,,Teen
Airscape - The Fall of Gravity,2015-08-11,2.14,,None
Megabyte Punch,2013-08-05,2.41,69.0,Everyone
Starseed Pilgrim,2013-04-16,2.56,83.0,None
Labyronia RPG,2015-08-14,1.87,,None
EARTH DEFENSE FORCE 4.1 The Shadow of New Despair,2015-04-02,3.63,79.0,Teen
Spooky's Jump Scare Mansion,2015-07-28,3.2,,None
Tales of Symphonia,2014-02-25,4.1,,None
RPG Maker VX Ace,2012-12-10,3.39,,None
Another World – 20th Anniversary Edition,2013-02-20,4.09,,Teen
Space Pilgrim Episode I: Alpha Centauri,2015-12-21,1.85,,None
Project Highrise,2016-09-07,3.68,73.0,None
They Bleed Pixels,2012-08-29,3.41,74.0,None
Peggle 2,2013-12-09,3.76,74.0,None
Windward,2015-05-11,2.73,61.0,Everyone 10+
Time Clickers,2015-07-23,2.49,,None
ibb & obb,2013-08-06,3.55,83.0,None
NBA 2K17,2016-09-16,3.34,90.0,None
Road Not Taken,2014-08-05,2.75,75.0,None
Eldritch,2013-10-21,3.5,77.0,None
King's Bounty: Warriors of the North,2012-10-25,3.63,74.0,None
Blade Symphony,2014-05-07,2.78,72.0,None
ShipLord,2015-12-02,1.91,,None
Refunct,2015-10-16,3.6,,Everyone
Pix the Cat,2014-10-07,2.82,77.0,Everyone
Mars: War Logs,2013-04-25,3.34,59.0,None
PAC-MAN 256,2015-08-18,3.54,,Everyone 10+
"RIVE: Wreck, Hack, Die, Retry!",2016-09-13,2.87,,None
Vertical Drop Heroes HD,2014-05-19,2.44,70.0,None
The Witcher 3: Game of the Year,2016-08-30,4.79,92.0,Mature
The Way of Life Free Edition,2016-05-31,2.22,,None
Zombie Night Terror,2016-07-19,3.37,81.0,None
Regular Human Basketball,2015-05-30,2.94,,None
EVGA Precision XOC,2014-07-16,2.11,,None
Divinity: Dragon Commander,2013-08-05,3.08,76.0,Teen
Super Killer Hornet: Resurrection,2014-02-05,1.85,,None
Ghost in the Shell: Stand Alone Complex - First Assault Online,2016-07-28,2.8,,None
How to Survive 2,2016-09-08,3.01,69.0,None
Bound by Flame,2014-05-06,3.15,56.0,None
Entwined,2014-06-09,2.82,,Everyone 10+
Planets Under Attack,2012-09-27,2.47,,Everyone 10+
Distance,2014-12-09,4.07,,Everyone 10+
The Witcher Adventure Game,2014-11-26,3.06,68.0,Everyone 10+
Electronic Super Joy,2013-08-23,3.66,78.0,Mature
War for the Overworld,2015-04-01,3.0,65.0,Teen
Space Farmers,2014-04-17,2.18,,None
Sheltered,2015-09-04,3.21,66.0,None
Eufloria HD,2012-02-09,3.55,,None
Infinifactory,2015-06-29,3.93,,Teen
AX:EL - Air XenoDawn,2015-12-04,1.77,,None
Anomaly Warzone Earth Mobile Campaign,2013-11-05,2.8,,Teen
PlayStation VR Worlds,2016-10-10,3.49,,Mature
Icewind Dale: Enhanced Edition,2014-10-30,3.95,80.0,None
DreadOut,2014-05-14,3.29,55.0,None
Democracy 3,2013-10-13,3.57,70.0,Teen
Town of Salem,2014-12-15,3.62,,None
Divekick,2013-08-20,3.39,73.0,Teen
One Way Heroics,2014-02-28,3.05,,None
WildStar,2016-06-09,3.24,82.0,None
One Piece Pirate Warriors 3,2015-03-26,3.42,,None
AirMech,2012-11-08,2.87,,None
Iron Snout,2016-01-27,2.82,,None
The Desolate Hope,2014-05-05,1.85,,None
UNCHARTED The Nathan Drake Collection,2015-10-09,4.43,86.0,Teen
Full Mojo Rampage,2013-08-16,2.41,,Teen
Evolve,2015-02-10,2.72,,Mature
Flesh Eaters,2016-05-03,1.8,,None
Shadowverse CCG,2016-06-17,2.96,,None
Max: The Curse of Brotherhood,2013-12-20,3.56,,None
The Dwarves,2016-11-30,3.11,61.0,None
Anna - Extended Edition,2013-02-07,2.65,75.0,None
Viscera Cleanup Detail,2015-10-23,3.82,,None
Infestation: The New Z,2016-11-22,2.14,,None
Fallen Enchantress: Legendary Heroes,2013-05-22,3.16,80.0,None
Nova-111,2015-08-25,2.4,68.0,Everyone
Call to Arms,2016-11-21,2.98,,Mature
Brigador: Up-Armored Edition,2016-06-02,2.2,70.0,Mature
WWE 2K16,2015-10-27,2.85,74.0,None
NEKOPARA Vol. 0,2015-08-17,3.38,,None
